"i","x"
408,2.20326974015611
409,0.768294944287577
410,1.60895872336086
411,1.82732672606055
412,-0.295267376612597
413,-0.398208362944429
414,-0.555986963477293
415,0.341338992980778
416,-0.280737860710599
417,-0.71276358679413
418,1.56097143028684
419,-0.528436618418723
420,-0.365920631396579
421,-0.676624715495671
422,0.567641886201225
423,0.0816125545765367
424,0.235783467040436
425,-0.222489899678597
426,0.0019748393918332
427,-1.2443849817698
428,-1.3304130377124
429,0.14005264658173
430,1.74341929824241
431,-0.890608939036607
432,-0.202797582247046
433,-0.664031229153909
434,0.874245294840559
435,2.00623470541118
436,-0.80542207952347
437,0.466540422462245
438,0.0805011007997025
439,-0.307778819342043
440,0.257766710729093
441,-0.318615530982829
442,0.0847698819868153
443,0.551442956147332
444,1.19909183989827
445,-1.1646396611054
446,0.803347824291434
447,-0.765755378442198
448,-1.49587981077837
449,-2.81528557023222
450,0.553577583780948
451,2.43280430731768
452,0.257250139003628
453,-1.60769898073801
454,0.328162575146547
455,-0.986363151672285
456,0.991917167705758
457,-1.04027808824404
458,-0.119753443830811
459,0.285515937872497
460,3.22914163382387
461,0.412158407743099
462,0.612188178766126
463,0.589904448314502
464,-0.381914353389148
465,-0.71098480370059
466,2.08321488430854
467,0.802174204735889
468,-0.303846347560763
469,0.689398641434808
470,1.77711326610265
471,1.25292699408097
472,0.902713066626919
473,0.142471353571642
474,-1.06945134967887
475,-0.115801341823589
476,2.01906297799643
477,-0.911422635435917
478,1.04712966103394
479,-0.510179676045389
480,-2.24455458254698
481,-1.44014183033772
482,-0.189340544539758
483,1.57987856992407
484,1.08553005651354
485,0.93783755807237
486,1.11838763160902
487,-0.364399305149597
488,1.6024284623661
489,-0.471808112020881
490,-1.42679938720387
491,-0.400135686779577
492,1.63995914273338
493,-2.38186212340489
494,-0.226107428281281
495,1.93831436833751
496,-0.192074044341058
497,0.891550143483029
498,-1.35897577984829
499,-1.25751217420268
500,-1.09936912326567
